name,transient_RA,transient_Dec,status,disc_date,spec_class,transient_z,host_photo_z
2019uwl,141.947963736248,31.9683908143259,Ignore,2019-11-25 00:00:00,,,0.0205319352349477
2019unp,142.397468478743,35.2897451936853,Ignore,2019-11-25 00:00:00,,,0.109189365102961
2019ppi,133.897476594381,49.1602587645427,Ignore,2019-11-25 00:00:00,SN II,0.052,0.0991735950001533
2019wcb,114.503215178099,39.7074214031787,Ignore,2019-11-26 00:00:00,,,0.104522569425447
2019wca,145.192026431769,-8.47849996386702,Ignore,2019-11-27 00:00:00,,,
2019zie,118.680438129786,41.1783072319826,Ignore,2019-11-26 00:00:00,,,0.238332862369058
2019vuz,112.309986227016,42.0769440240971,Ignore,2019-11-29 00:00:00,,,0.328519080308125
2019wby,114.290881529776,42.2057454946588,Ignore,2019-11-29 00:00:00,,,0.255165766137369
2019ubp,140.074087233259,-2.78434033512367,Ignore,2019-11-30 00:00:00,,,0.308692084447386
2019szh,147.176209597641,-8.73439166611734,Ignore,2019-11-30 00:00:00,SN Ia,0.047776,0.0961219923145304
2019wcc,112.400388547178,42.1081562337021,Ignore,2019-11-26 00:00:00,,,0.104342659587907
2019unz,140.034559562422,-4.22374632774024,Ignore,2019-12-03 00:00:00,,,0.088599986602626
2019yui,141.189648864092,-4.36614553657763,Ignore,2019-12-03 00:00:00,,,0.0405149713168843
2019wcf,140.301192024826,31.6172456202016,Ignore,2019-12-04 00:00:00,,,0.0484193583297836
2019uev,142.706471493176,30.8718431358136,Ignore,2019-12-04 00:00:00,,,0.0620800770571087
2019wvg,128.228584953383,49.0288549528031,Ignore,2019-12-10 00:00:00,,,0.112047574584945
2019cll,134.29011095313,-3.34152758697005,Ignore,2019-12-12 00:00:00,,,
2019xbj,148.812742525547,3.84636514170021,Ignore,2019-12-20 00:00:00,,,0.13290047052811
2019zim,149.162510088673,6.59521718788195,Ignore,2019-12-20 00:00:00,,,0.18347679479597
2019wkf,173.023847846057,13.3094999986049,Ignore,2019-12-24 00:00:00,,,0.0881328589794394
2019zit,185.986286896279,8.18787203979082,Ignore,2019-12-24 00:00:00,,,0.0781293642867151
2019yua,160.78998506896,-1.25682364794454,Ignore,2019-12-24 00:00:00,,,0.0733240322092461
2019yub,187.472323957575,11.6752346768716,Ignore,2019-12-24 15:08:38,,,0.0694919015708397
2019yuc,160.594259992427,-1.00435012397731,Ignore,2019-12-24 00:00:00,,,0.0840619048704516
2019ulo,133.278015057248,-6.32966569049264,Ignore,2019-12-24 00:00:00,,,0.0214192691542162
2019zno,174.660766022861,13.6968837776641,Ignore,2019-12-24 00:00:00,,,0.197085035399591
2019yue,145.010989121686,-8.55956908682841,Ignore,2019-12-24 00:00:00,,,
2019yuh,162.684431766062,-4.15477768040403,Ignore,2019-12-24 00:00:00,,,
2019yuf,173.398791686096,10.98087675181,Ignore,2019-12-24 00:00:00,SN Ic,0.1,0.106920123814142
2019zio,157.548283664658,-4.30118987913794,Ignore,2019-12-24 00:00:00,,,
2019ziw,158.894420578979,-1.65737484270514,Ignore,2019-12-27 00:00:00,,,0.337345257162921
2019ytc,144.635743101825,-10.1775906838522,Ignore,2019-12-31 00:00:00,,,
2019yuj,160.301096621104,-2.13891143321146,Ignore,2019-12-27 00:00:00,,,0.115446293966778
2019zgp,55.2324877280211,-5.36198194941015,Ignore,2019-12-29 00:00:00,,,0.217212507003047
2019zsy,187.015927480065,8.45894695144656,Ignore,2019-12-30 00:00:00,,,0.167095839465849
2019ziy,158.260449331141,-0.700019458740452,Ignore,2019-12-30 00:00:00,,,0.240637805338097
2019zix,161.73735094519,-2.89935298434449,Ignore,2019-12-30 00:00:00,,,0.514694
2019zha,154.395689151511,-4.01247284059971,Ignore,2019-12-31 00:00:00,,,
2019zfl,50.2958932575698,-1.00804095502245,Ignore,2019-12-31 00:00:00,,,0.16072570960087
2019wka,48.6672809085117,-0.871311993151726,Ignore,2020-01-01 00:00:00,SN Ia,0.04,0.15841490411502
2019zja,48.6601246235782,-1.34084756645192,Ignore,2019-12-31 00:00:00,,,
2019aaax,154.994730695321,-3.10707407312229,Ignore,2019-12-31 00:00:00,,,0.357821613635205
2019zsz,48.0798027230189,-4.29398617365132,Ignore,2019-12-31 00:00:00,,,0.0694919015708397
2019uez,51.1725388567294,-0.681409059828702,Ignore,2020-01-01 00:00:00,SN II,0.039,0.0272783155231796
2019zcp,185.190791856785,9.33543400031313,Ignore,2019-12-29 13:05:51,,,0.325360707829756
2019ucc,49.6421353340897,-4.42942894918793,Ignore,2020-01-01 00:00:00,,,
2019yiz,54.8945942265858,-5.28165034865814,Ignore,2020-01-01 00:00:00,,,0.047592104009238
2019zqa,153.303091706555,1.64805686560269,Ignore,2020-01-01 00:00:00,,,0.106920123814142
2019zrf,161.357526905512,-5.36743668071138,Ignore,2020-01-02 00:00:00,,,
2019zre,170.549304522699,9.97928430879555,Ignore,2020-01-02 00:00:00,,,0.0781293642867151
2019yjl,172.617645014719,10.2690923071297,Ignore,2020-01-02 00:00:00,,,0.083948963974413
2019yih,136.822284595979,-6.1889040409019,Ignore,2020-01-02 00:00:00,,,0.236627856789046
2020fo,136.870619917665,-7.31583430704287,Ignore,2020-01-02 00:00:00,,,0.0794708570046671
2020bct,133.878956389075,1.3134269474192,Ignore,2020-01-02 00:00:00,,,0.138747702337622
2020abw,153.23636424563,6.7878002663706,Ignore,2020-01-17 00:00:00,,,0.112047573858829
2020abm,151.678004526192,3.17597623084603,Ignore,2020-01-17 00:00:00,,,0.178963132523283
2020adc,162.700752827584,-3.46397164407707,Ignore,2020-01-17 00:00:00,,,0.195684936727518
2020pf,186.519581441947,12.4599026058457,Ignore,2020-01-18 00:00:00,SN Ia,0.095,0.125662099091501
2020agv,55.4248349519854,-3.92299141723597,Ignore,2020-01-18 00:00:00,,,
