,TransientName,transientRA,transientDEC,spec_class,spec_z,photo_z,best_z
40,2019zsz,48.07980582934821,-4.293983497995118,,,0.27929176229865466,0.27929176229865466
41,2019uez,51.1725388567294,-0.681409059828702,SN II,0.039,0.021331987776751125,0.039
42,2019ucc,49.6421353340897,-4.42942894918793,,,0.06565214135570745,0.06565214135570745
43,2019zqa,153.303091706555,1.64805686560269,,,0.21783984123471295,0.21783984123471295
44,2019zrf,161.357526905512,-5.367436680711379,,,0.600775971472318,0.600775971472318
45,2019zre,170.549304522699,9.97928430879555,,,0.5376608499386515,0.5376608499386515
46,2019yih,136.822284595979,-6.1889040409019005,,,0.5133038888946342,0.5133038888946342
47,2020fo,136.870619917665,-7.315834307042871,,,0.17701075541289335,0.17701075541289335
48,2020bct,133.878956389075,1.3134269474192,,,0.19609976652700778,0.19609976652700778
49,2020abw,153.23636424563,6.787800266370599,,,0.1252617236532855,0.1252617236532855
50,2020abm,151.67800452619198,3.1759762308460293,,,0.17810336688690373,0.17810336688690373
51,2020adc,162.700752827584,-3.46397164407707,,,0.18167014210649216,0.18167014210649216
52,2020pf,186.519581441947,12.459902605845699,SN Ia,0.095,0.3458828517486336,0.095
53,2020agv,55.424834951985396,-3.9229914172359703,,,0.14455506490777142,0.14455506490777142
54,2020oa,197.372716362527,7.545379159500281,,,0.07569518684611058,0.07569518684611058
55,2019yfu,191.40151033413102,1.18363664301071,SN Ia,0.0845,0.0597239056440131,0.0845
56,2020bii,194.71320296483,6.509194011819849,,,0.32708644969950984,0.32708644969950984
57,2020btg,196.72409641399898,3.89433806575081,,,0.2590008198025029,0.2590008198025029
58,2020alw,145.920331732959,33.6790386805123,,,0.29723745184056144,0.29723745184056144
59,2020apu,190.320812605286,8.95385522339715,,,0.160178882665068,0.160178882665068
60,2020bso,183.934357825267,12.1289688758644,,,0.10230747762218284,0.10230747762218284
61,2020bsk,189.35648149981998,9.65036003088308,,,0.16908679544893995,0.16908679544893995
62,2020ej,241.6963688497,20.538004901914398,SN II,0.03333,0.03677304185314557,0.03333
63,2020aly,208.041170638932,32.4369446685447,,,0.11011155461740074,0.11011155461740074
64,2020alz,200.795689856081,34.8621168383522,,,0.16054745948285312,0.16054745948285312
65,2020bta,203.438780492342,35.1490212355205,,,0.19342806060128553,0.19342806060128553
66,2020alx,174.6460265010893,10.337293384541931,,,0.17141050241949637,0.17141050241949637
67,2020grz,162.7628875,-3.92851111111111,,,0.18425978401552126,0.18425978401552126
68,2020amc,160.80661907049299,-3.70372666142957,,,0.15495996456811353,0.15495996456811353
69,2020amb,161.89008032918102,-4.02533277142461,,,0.18559500168772744,0.18559500168772744
70,2020bth,153.589729911487,2.7636809408568297,,,0.3035219049727779,0.3035219049727779
71,2020akx,194.912848095253,-5.09654996534318,,,0.14468211530088554,0.14468211530088554
72,2020rw,194.004001322854,-0.0543873326517271,,,0.38086719140146624,0.38086719140146624
73,2020anm,193.137224602606,-5.53300148618299,,,0.14570505667286227,0.14570505667286227
74,2020apf,189.822343824542,-1.5073233960416899,,,0.11971794596001753,0.11971794596001753
75,2020aot,195.89899615266202,5.44213417853075,,,0.16466066947056066,0.16466066947056066
76,2019aaag,187.26204937674962,12.718327834142931,,,0.18916945736800095,0.18916945736800095
77,2020aql,142.142141551088,24.381955854969,,,0.4463792253800001,0.4463792253800001
78,2020aqn,187.767951870752,7.975589803699259,,,0.27777457480241347,0.27777457480241347
79,2020byd,152.654355583263,7.00208522036844,,,0.678885643313807,0.678885643313807
80,2020bya,178.639952767386,20.203216941508302,,,0.12305870972787718,0.12305870972787718
81,2020ara,150.91721140438,-11.824693966686098,,,0.20937934884516649,0.20937934884516649
82,2020aqz,133.119919095272,-6.712221675756121,,,0.19248859041429492,0.19248859041429492
83,2020byf,139.372224795823,-6.12573390327338,,,0.28137614404459305,0.28137614404459305
84,2020awv,201.157096253307,31.8321953116115,,,0.2445938512948266,0.2445938512948266
85,2020aww,132.970646344731,50.411401205470895,,,0.1101102391201731,0.1101102391201731
86,2019zag,128.194043625584,50.3916179246358,,,0.10750678036268459,0.10750678036268459
87,2020aym,137.237001374871,28.632864578471498,,,0.1984481569205715,0.1984481569205715
88,2019wyp,196.65457768723599,16.591372407653697,SN Ia,0.081,0.11632181240821958,0.081
89,2020azn,141.918519804147,35.5300750311887,SN Ia,0.14,,0.14
90,2020azp,194.487916746294,-1.88988556645066,,,0.08943898610121646,0.08943898610121646
91,2020azx,145.968455818706,32.164061273354896,,,0.2610989052584808,0.2610989052584808
92,2020eol,137.678980735538,24.7916685697579,,,0.41436785955146715,0.41436785955146715
93,2020bkw,143.172237866289,31.909768010253803,,,0.19162232827501482,0.19162232827501482
94,2019lbi,190.08800370391398,1.27400155521492,SN II,0.013000000000000001,0.03761029866608112,0.013000000000000001
95,2020ahd,194.24821125488998,19.703955870024398,,,0.08190844183746342,0.08190844183746342
96,2020bkv,195.06446942235502,5.36479539470229,,,0.24948152868720092,0.24948152868720092
97,2020biq,119.24157874880699,40.8733243579155,,,0.2352416454360677,0.2352416454360677
98,2020bnw,147.682843242574,35.688596674074795,,,0.631363070594888,0.631363070594888
99,2020dtk,197.86632160744,-4.36097378401296,,,0.5965202776757407,0.5965202776757407
100,2020bvx,196.632075563526,2.78074024904999,,,0.6346753783908088,0.6346753783908088
101,2020clh,150.81824769931802,-11.250324829700698,,,0.0729124753028933,0.0729124753028933
102,2019aabv,147.58744905844802,32.0289433469197,,,0.5034464061758616,0.5034464061758616
103,2020dxa,239.679547324024,26.819343210524302,SN Ia,,0.02826281392188669,0.02826281392188669
104,2020dbd,142.988687702423,33.209657940237605,SN II,0.042335000000000005,0.05137983541019582,0.042335000000000005
105,2020bwr,248.747221319101,36.207671971778495,SN II,0.060637,0.0821180302821665,0.060637
106,2020dwq,241.739113343371,32.5292683528987,,,0.18733611292066996,0.18733611292066996
107,2020dvu,228.38282309221,0.351692155095243,,,0.1744344935379316,0.1744344935379316
108,2020duv,241.255768190881,27.2602784436522,SN Ia-91T-like,0.04567,,0.04567
109,2020dwg,239.603346698558,32.9689210152531,SN Ia,0.048,,0.048
110,2020dvl,229.04809450397002,0.0795296909005659,,,0.10873724111237368,0.10873724111237368
111,2020ejl,232.719398061562,-4.0998509870212905,,,0.2776636492436373,0.2776636492436373
112,2020hau,240.767220506963,27.655239085251303,,,0.160019651875788,0.160019651875788
113,2020ebc,155.22890240836,3.86408980229137,,,0.10013959152159378,0.10013959152159378
114,2020elu,185.29134254809298,20.235365383882502,,,0.31601096393445205,0.31601096393445205
115,2020elt,185.441497491275,19.700595255512603,,,0.14737271251944706,0.14737271251944706
116,2020ebm,169.814745503911,10.1198533502397,,,0.540802450544561,0.540802450544561
117,2020dec,187.140957562542,7.45076495294278,,,0.0787804858238503,0.0787804858238503
118,2020dyc,219.975025858409,-7.6882930404017005,SN Ia,0.07,0.05212951113238994,0.07
119,2020eqz,207.47050773862802,35.577866092634395,,,0.41598999359358424,0.41598999359358424
120,2020era,207.54484661897098,34.8637872348419,,,0.2678692222415655,0.2678692222415655
121,2020eta,138.23995279858102,36.186364729144,,,0.1040102940409527,0.1040102940409527
122,2020eci,230.812051668046,0.0649542084583767,SN Ia,0.069,0.06799603869278972,0.069
123,2020evr,192.38721275705,20.0516078508209,,,0.0986213604012619,0.0986213604012619
124,2020ghr,236.15519760497398,17.6544519505306,,,0.2676515504755708,0.2676515504755708
125,2020evl,249.843638637401,35.3160704104238,,,0.10302481370528242,0.10302481370528242
126,2020evt,229.07670863171,0.100516210380021,,,0.11513206496274428,0.11513206496274428
127,2020evp,192.82626635744498,3.8821717990805,,,0.15145475838126224,0.15145475838126224
128,2020evq,197.71142570274398,6.913441686141981,,,0.6890827223759788,0.6890827223759788
129,2020evu,238.120448712835,24.4941184378055,SN Ia,0.0581,0.09278006312665198,0.0581
130,2020evo,193.517690411296,5.9393742330521,,,0.5611481041103623,0.5611481041103623
131,2020erx,155.238889684133,-2.87699803043352,,,0.17345976076535052,0.17345976076535052
132,2020eru,157.847206664417,-3.1202651103955095,,,0.19539015981997676,0.19539015981997676
133,2020eyv,148.576440001556,2.74105044342341,,,0.07159332064662602,0.07159332064662602
134,2020eyu,155.399761065182,4.02290343380984,,,0.2931207993988163,0.2931207993988163
135,2020eyt,151.012945707235,3.1299416473942996,,,0.5598113166808112,0.5598113166808112
136,2020far,231.07863978523602,10.4703857411779,,,0.20868909644261646,0.20868909644261646
137,2020azk,195.699707033416,-5.041728542780111,SN Ib,0.087,0.08174061109861461,0.087
138,2020fc,154.897322746506,6.3284693996231605,SN II,,0.02877464230724866,0.02877464230724866
139,2020fhj,242.11843460154998,29.012866570659103,SN Ic-BL,0.085,0.08708237807201147,0.085
140,2020cyz,213.11403833571498,-5.823430149295759,SN Ia,0.11,0.1172220706623266,0.11
141,2020fsd,194.68195163931,-2.28645272900055,,,0.11324549197981099,0.11324549197981099
142,2020fsc,239.91541840679,26.5476498489401,,,0.20421179349875382,0.20421179349875382
143,2020fhf,227.599860073159,8.789473245980579,,,0.08199493185011114,0.08199493185011114
144,2020fle,236.522029097831,17.620927094693002,,,0.20776425703945028,0.20776425703945028
145,2020eyx,227.80918592017997,11.3646862561359,,,0.08140471755700018,0.08140471755700018
146,2020cwg,190.781004383172,11.211257759570902,,,0.03393044566168853,0.03393044566168853
147,2020fuq,219.818226295808,39.945771713275796,,,0.09588018054628221,0.09588018054628221
148,2020ewx,229.32710508945598,13.022751036389801,SN Ia,0.06,0.12338370685524513,0.06
149,2020fhs,240.27617377858,19.4501835126253,SN Ia,0.01438,0.026033287067959158,0.01438
150,2020fwx,239.22703346442998,21.1218875411123,,,0.18429412244989696,0.18429412244989696
151,2020fxe,240.65213966041802,34.135382710520304,,,0.3367655109599046,0.3367655109599046
152,2020has,193.96827928049498,6.8732204637414505,,,0.2113333349773422,0.2113333349773422
153,2020her,244.837752325703,23.520581910140802,,,0.10225971173465018,0.10225971173465018
154,2020hmc,195.36699198838002,18.0125351742354,,,0.5969375357508412,0.5969375357508412
155,2020hra,239.18622623182003,19.5005152090478,,,0.10298796134460919,0.10298796134460919
156,2020epi,185.536569437439,6.099734317045691,SN Ic,0.024,0.02577134237533571,0.024
157,2020itv,244.0461,34.1553083333333,,,0.0843105058442757,0.0843105058442757
158,2020hrd,228.00114478673402,-7.488296479696849,,,0.08210522874760304,0.08210522874760304
159,2020hrb,135.018272483971,26.9035921141711,,,0.17847298131102596,0.17847298131102596
160,2020hif,201.468186248723,34.609071792426704,,,0.3330929415971547,0.3330929415971547
161,2020heg,209.063017812085,30.8073002516197,,,0.11895839708808129,0.11895839708808129
162,2020kit,200.767691666667,32.009263888888896,,,0.12982863137906672,0.12982863137906672
163,2020iuv,210.113681372601,30.8595959979265,,,0.38078639955785615,0.38078639955785615
164,2020iuu,208.44745,35.0223333333333,,,0.24894333839534855,0.24894333839534855
165,2020itz,208.46543750909,34.8297574591263,,,0.3143820567426281,0.3143820567426281
166,2020hap,173.479060338875,9.54426912265967,,,0.17063171916180603,0.17063171916180603
167,2020itx,169.522303204214,13.4595513047738,,,0.1746767086161391,0.1746767086161391
168,2020hug,185.25932812332698,19.0159145301993,,,0.052430608258837746,0.052430608258837746
169,2020iuy,187.96993333333302,12.6612472222222,,,0.01798236610366303,0.01798236610366303
170,2020iul,181.488785377673,17.4864523795931,,,0.17817068637367442,0.17817068637367442
171,2020iwl,216.197606786792,37.62573481212821,,,0.2587447321599713,0.2587447321599713
172,2020ius,191.16535,11.840530555555599,,,0.44769220015145583,0.44769220015145583
173,2020iuq,191.92868792588402,11.254148328650999,,,0.3680783963025268,0.3680783963025268
174,2020ivd,181.30348333333302,16.6419083333333,,,0.1737781875560695,0.1737781875560695
175,2020iuz,178.090629166667,16.434172222222198,,,0.16938541701080523,0.16938541701080523
176,2020iwj,224.736974449968,38.3549841637101,,,0.07573136446479145,0.07573136446479145
177,2020iwi,214.21723238959,42.097920084734,,,0.16530557599932227,0.16530557599932227
178,2020hep,229.900177614771,11.2017476859289,,,0.2223367288328006,0.2223367288328006
179,2020ivf,231.7020030399475,14.150084617109195,,,0.16772140383925005,0.16772140383925005
180,2020ive,233.8673125,14.294458333333301,,,0.30075866876547824,0.30075866876547824
181,2020ivl,229.18900833333302,13.6308527777778,,,0.6550891758931143,0.6550891758931143
182,2020ivw,233.316657576069,12.8900881870751,,,0.05044665688557111,0.05044665688557111
183,2020ivj,228.0531875,14.7253888888889,,,0.13994272679475223,0.13994272679475223
184,2020knn,226.5456375,14.1857111111111,,,0.3135972090107431,0.3135972090107431
185,2020fwj,232.292816866751,-3.11034863005949,,,0.17253282171618872,0.17253282171618872
186,2020iqy,223.12360666332637,-11.146402335286343,,,0.14658467691926327,0.14658467691926327
187,2020gll,236.922530777979,20.261091959686198,,,0.10541781271101161,0.10541781271101161
188,2020fla,206.739956370517,30.885106794232396,,,0.21080652792611518,0.21080652792611518
189,2020hpu,205.13095138723,35.9967999749132,,,0.15318843176229438,0.15318843176229438
190,2020hik,191.87561345338298,17.4007441507936,,,0.11710634240442125,0.11710634240442125
191,2020hro,228.801429782567,0.48434200198483796,,,0.07760427232667079,0.07760427232667079
192,2020glj,237.234054025452,19.4982118386555,,,0.2056149791249302,0.2056149791249302
193,2020fza,240.90817267807702,19.8376837915187,,,0.058897832617659907,0.058897832617659907
194,2019igc,227.67469727337692,-9.074093145674805,,,0.535460763114183,0.535460763114183
195,2020iwv,205.75891666666698,35.3200888888889,,,0.23929339732846958,0.23929339732846958
196,2020iri,196.95663840945,18.1303717178774,,,0.5511191454061083,0.5511191454061083
197,2020igh,193.956667597025,17.329172671201402,,,0.07764142367043532,0.07764142367043532
198,2020iqk,208.95601966706698,34.1616546738639,,,0.13729858751349797,0.13729858751349797
199,2020iqr,206.662825,32.4870472222222,,,0.1960402359368761,0.1960402359368761
200,2020irh,192.86114255765,6.589452361262291,,,0.15216982295714437,0.15216982295714437
201,2020kns,201.988041666667,31.143705555555602,,,0.23408150659363244,0.23408150659363244
202,2020knu,196.86124166666698,17.7139722222222,,,0.6541621412026053,0.6541621412026053
203,2020irx,236.480125,16.1105194444444,,,0.29969957830139715,0.29969957830139715
204,2020iqc,193.09286468563099,17.870791586352,,,0.34814677440872915,0.34814677440872915
205,2020irb,235.845298974869,14.2841788914092,,,0.20523338950315942,0.20523338950315942
206,2020irg,196.374070180923,17.8695647166263,,,0.289662308639251,0.289662308639251
207,2020irn,186.270975,6.53664722222222,,,0.3257593240188457,0.3257593240188457
208,2020iqp,197.345877813611,6.84681323749984,,,0.426156145046913,0.426156145046913
209,2020ixj,223.593608333333,42.159877777777794,,,0.27354205477021853,0.27354205477021853
210,2020imm,195.8574875,-3.2279777777777796,,,0.08017726221664176,0.08017726221664176
211,2020koi,195.0791375,-4.51718333333333,,,0.34654128606531265,0.34654128606531265
212,2020imp,188.31029720507198,10.6641492718115,,,0.19668777099641754,0.19668777099641754
213,2020koh,196.59516666666698,-3.6906416666666697,,,0.1768626109453219,0.1768626109453219
214,2020ims,186.452476252663,9.999110366944029,,,0.7242606925376549,0.7242606925376549
215,2020imk,246.29750282497002,24.2606361202361,,,0.18553033739911615,0.18553033739911615
216,2020inh,240.38119858598702,34.2561025933918,,,0.09600504754199023,0.09600504754199023
217,2020ixm,241.725992814243,34.5498381764491,,,0.4471078049093183,0.4471078049093183
218,2020kpm,239.99695833333303,32.5427138888889,,,0.07777811170969362,0.07777811170969362
219,2020imf,245.717623213829,32.8387057644522,,,0.39753213579753033,0.39753213579753033
220,2020imh,216.6626875,42.829663888888895,,,0.19254561806202367,0.19254561806202367
221,2020kpp,244.71589166666698,23.7263194444444,,,0.25884387786704083,0.25884387786704083
222,2020kpv,237.42015416666698,27.484858333333303,,,0.30819037944107647,0.30819037944107647
223,2020hjv,147.497485352438,32.8952359797937,,,0.14881572963880516,0.14881572963880516
224,2020hwk,153.862059612179,2.33577299861485,,,0.23212189601081765,0.23212189601081765
225,2020hdf,152.04535853125,5.28632760248477,,,0.23278197236226736,0.23278197236226736
226,2020hfm,154.83887504890498,2.58128204244888,,,0.15419740156372042,0.15419740156372042
227,2020hci,156.835546180922,3.9324850773195,,,0.06514262176840555,0.06514262176840555
228,2020hju,141.925665139464,31.8085496252996,,,0.2504629116181083,0.2504629116181083
229,2020hwu,155.990067377996,-5.071748141998089,,,0.3767276769954083,0.3767276769954083
230,2020icp,154.42068344984,-2.0507790819801,,,0.0362008089603366,0.0362008089603366
231,2020jyp,152.647468266457,1.7776495644732402,,,0.1077227067586604,0.1077227067586604
232,2019aacq,158.996989891007,-4.73644350076882,,,0.09932097550526534,0.09932097550526534
233,2020hxi,148.735244391194,3.83368813309264,,,0.33956197899284774,0.33956197899284774
234,2019aacp,143.93425761119414,31.279475870674595,,,0.34622040256416753,0.34622040256416753
235,2019aacg,161.910695457685,-4.5823437048032005,,,0.5185183770372997,0.5185183770372997
236,2020kps,150.67423827332,3.0120656925199105,,,0.13624559299160025,0.13624559299160025
237,2020itq,158.199780660552,-1.0927944665778,,,0.16817136890123982,0.16817136890123982
238,2020ixl,132.707245833333,27.809302777777802,,,0.39610681650929047,0.39610681650929047
239,2020kpt,135.298697120788,27.849505310769,,,0.17687761479473385,0.17687761479473385
240,2020iir,238.507025957381,25.005128341388396,,,0.6826374620339916,0.6826374620339916
241,2020ijc,248.479670113457,33.9049746760348,,,0.17002469967422948,0.17002469967422948
242,2020igg,230.323572161371,10.2840986638051,,,0.06948924430061192,0.06948924430061192
243,2020ije,135.226231170455,28.0705188653228,,,0.18841679444680196,0.18841679444680196
244,2020ito,242.135315191904,31.774191874135102,,,0.10190319166520909,0.10190319166520909
245,2020ikz,184.826717883499,13.7247611457206,,,0.09428309904416395,0.09428309904416395
246,2020ikx,202.57306156655702,32.1575005698615,,,0.22634880010224664,0.22634880010224664
247,2020iky,147.696504290035,31.2219150521732,,,0.17627988170699982,0.17627988170699982
248,2020ino,243.29422176521197,36.4956639808451,,,0.13659630967214548,0.13659630967214548
249,2020itp,239.704374916612,32.547413723849694,,,0.1612622581617828,0.1612622581617828
250,2020jvk,238.756293903688,17.0502542906658,,,0.33514156057264793,0.33514156057264793
251,2020iow,193.269473059785,-4.6407611956545,,,0.07292763281018404,0.07292763281018404
252,2020itc,239.23500237518,33.0775403763867,,,0.20711885680945627,0.20711885680945627
253,2020ite,186.504974646952,5.0754453202274,,,0.1001815965328931,0.1001815965328931
254,2020kgr,194.959691511225,17.958523023107702,,,0.1099364718777316,0.1099364718777316
255,2020iga,217.7258559542862,38.22599593311728,,,0.13015456359247365,0.13015456359247365
256,2020iyu,216.780329971569,42.7699761283097,,,0.2913764987961009,0.2913764987961009
257,2020iyt,227.440424875434,-7.260125785908589,,,0.2534402432891564,0.2534402432891564
258,2020fwz,232.322848585265,-2.79181452472384,,,0.0925729065795849,0.0925729065795849
259,2020jba,240.823378180589,34.3869471009561,,,0.1407324708678856,0.1407324708678856
260,2020ixs,237.35079724152803,16.4550122514824,,,0.07053057684981341,0.07053057684981341
261,2020jcy,242.10415693438702,23.604083087779898,,,0.20185488048441846,0.20185488048441846
262,2020jdf,137.691835658788,25.1138978528748,,,0.22202840588713932,0.22202840588713932
263,2020ilb,145.266393440888,34.7336203795955,SN Ia,0.0499,0.05815146350569865,0.0499
264,2020jde,134.95975736353398,25.2446591793997,,,0.3334335052682086,0.3334335052682086
265,2020awg,237.260429612954,17.9378687153716,SN II,0.031810000000000005,0.033425262887445066,0.031810000000000005
266,2020jeu,156.96193908153126,2.6094244633721,,,0.030852237511385248,0.030852237511385248
267,2020jfx,224.8413041686071,39.78027621261706,,,0.14172044421299948,0.14172044421299948
268,2020jed,174.97873704717497,10.9076677533004,,,0.09222427894579902,0.09222427894579902
269,2020ika,169.81708191769698,14.486441034675,,,0.2724458496126805,0.2724458496126805
270,2020jdz,205.04164624429902,29.4656674433604,,,0.09125619239444906,0.09125619239444906
271,2020jli,219.789167047738,-9.232294510402198,,,0.12603937519194752,0.12603937519194752
272,2020jlj,228.059341720676,9.67315963279707,,,0.3262279104755573,0.3262279104755573
273,2020jlk,197.237012265817,-0.7355934265136391,,,0.16513896975831413,0.16513896975831413
274,2020jpm,218.49054811947101,39.6168802334908,,,0.2848825310993483,0.2848825310993483
275,2020jpp,183.292019634338,13.416349234930802,,,0.7234753568784528,0.7234753568784528
276,2020jpo,192.525845834845,13.0268720869522,,,0.21511150063139373,0.21511150063139373
277,2020jpq,152.734574976803,4.29981626967683,,,0.18426899235885671,0.18426899235885671
278,2020kon,188.37382840970298,10.3905541021267,,,0.23115160775249338,0.23115160775249338
279,2020kuw,215.24893830323398,39.2423744126835,,,0.3142181587293652,0.3142181587293652
280,2020jpw,142.603223754547,-14.5161566527351,,,0.16993421811894485,0.16993421811894485
281,2020kux,141.59725,-13.931933333333301,,,0.25186558207759907,0.25186558207759907
282,2020jtj,242.66897153665101,25.4420636180571,,,0.11867506171012165,0.11867506171012165
283,2020jtk,243.010148224728,24.5027758008653,,,0.13940237777919598,0.13940237777919598
284,2020jnz,181.46054556673698,19.775113140024,,,0.1155015854285926,0.1155015854285926
285,2020jts,139.382815724865,34.7417039061834,,,0.1416285480948545,0.1416285480948545
286,2020jtq,146.77054191647102,33.7869155078585,,,0.1327586413626822,0.1327586413626822
287,2020jtr,182.17075895846298,19.8743580737062,,,0.1653127745345773,0.1653127745345773
288,2020jvi,231.534764638187,10.0096608809519,,,0.5327516360382335,0.5327516360382335
289,2020kax,230.901667948771,10.6251349584828,,,0.1634547523211419,0.1634547523211419
290,2020jip,193.45608605267103,2.10880168783813,,,0.06310682125153158,0.06310682125153158
291,2020juk,155.11548094064,-1.97007171363503,,,0.07631337397864102,0.07631337397864102
292,2020jzx,204.331299494609,27.9705266356353,,,0.1362808719365992,0.1362808719365992
293,2020kaj,203.70357767682597,28.402486655128797,SN Ia,0.14,,0.14
294,2020kak,202.90399641002452,30.93033640161931,,,0.3512440504996289,0.3512440504996289
295,2020kvg,221.428290738382,42.4399433029752,,,0.21964409992601783,0.21964409992601783
296,2020kcl,242.30452040276901,32.8619258570353,,,0.1709605159863414,0.1709605159863414
297,2020kcf,180.06588735702098,17.4731155439341,,,0.31404898537191783,0.31404898537191783
298,2020jur,226.14264666864202,-11.410569574397302,,,0.16004942299338548,0.16004942299338548
299,2020jup,241.042037696712,27.576949863884302,,,0.14696841044218237,0.14696841044218237
300,2020huf,192.97492193536598,16.281521803748,,,0.03411993858570611,0.03411993858570611
301,2020kfe,190.89235126834,2.64549667138762,,,0.4644667712541567,0.4644667712541567
302,2020jzs,232.457759334238,13.9367216948419,,,0.1149427757910671,0.1149427757910671
303,2020hwg,191.67033354548198,-5.29153820659704,,,0.26526396177480027,0.26526396177480027
304,2020kfh,169.666928807991,9.325029282274821,,,0.24307022053284708,0.24307022053284708
305,2020kff,189.215376204452,-0.7222575749294291,,,0.22711643989808608,0.22711643989808608
306,2020kfj,197.223353203681,-1.3816624229321202,,,0.1505701552391932,0.1505701552391932
307,2020kfi,190.24887592921502,1.6558501697793302,,,0.23863958293538018,0.23863958293538018
308,2020kfg,193.121176267696,6.1504365266400995,,,0.3947110724203622,0.3947110724203622
309,2020kzv,153.863816869445,2.95036689713923,,,0.2915481643533395,0.2915481643533395
310,2020kxr,197.764447333877,-3.97537876588773,,,0.3877592771847322,0.3877592771847322
311,2020kxp,149.547925,7.526425,,,0.1820505545547502,0.1820505545547502
312,2020kim,224.04238803403703,40.4202878611193,,,0.4820565756214895,0.4820565756214895
313,2020kmm,232.580042817182,-0.190944416572884,,,0.11713041558750557,0.11713041558750557
314,2020kml,225.774198119303,-2.67965755637693,,,0.09268013246756747,0.09268013246756747
315,2020kyb,213.5919034402599,-5.601679947438959,,,0.6256159340132852,0.6256159340132852
316,2020kob,240.518062884391,33.2467488563155,,,0.07640008015651588,0.07640008015651588
317,2020koe,241.53960710716302,34.1147746973618,,,0.1011382604839611,0.1011382604839611
318,2020kof,190.15264030592098,10.056707212802,,,0.22300192067597144,0.22300192067597144
319,2020kqz,228.10919755401298,-1.77413906104213,,,0.1750178464102863,0.1750178464102863
320,2020jmm,223.29831266075502,-12.473875770875699,,,0.12459088030673801,0.12459088030673801
