SURVEY:  PS1MD
SNID:  2020kak
otherID: 
IAUC:    UNKNOWN
RA:        202.9039870  deg
DECL:       30.9303260  deg
MWEBV:    0.012 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59068.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020kak.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0017
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 0.942 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 115
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58866.65 g NULL  -99.878 60.661 nan -0.659 0x00
OBS: 58869.66 g NULL  4.714 55.713 25.817 12.832 0x00
OBS: 58871.64 g NULL  0.940 31.821 27.567 36.754 0x00
OBS: 58873.61 g NULL  -52.867 37.908 nan -0.779 0x00
OBS: 58877.65 g NULL  -54.299 78.466 nan -1.569 0x00
OBS: 58929.53 g NULL  -86.318 44.340 nan -0.558 0x00
OBS: 58932.62 g NULL  24.035 69.449 24.048 3.137 0x00
OBS: 58934.50 g NULL  208.228 129.982 21.704 0.678 0x00
OBS: 58959.36 g NULL  -21.037 34.851 nan -1.799 0x00
OBS: 58964.35 g NULL  204.322 157.209 21.724 0.835 0x00
OBS: 58967.37 g NULL  -79.393 31.044 nan -0.425 0x00
OBS: 58970.37 g NULL  96.528 78.707 22.538 0.885 0x00
OBS: 58984.28 g NULL  438.666 50.103 20.895 0.124 0x00
OBS: 58992.28 g NULL  381.817 39.923 21.045 0.114 0x00
OBS: 58997.35 g NULL  358.137 56.802 21.115 0.172 0x00
OBS: 58999.36 g NULL  328.296 51.516 21.209 0.170 0x00
OBS: 59015.31 g NULL  10.017 41.135 24.998 4.459 0x00
OBS: 59020.34 g NULL  -58.299 47.160 nan -0.878 0x00
OBS: 59024.27 g NULL  49.612 68.005 23.261 1.488 0x00
OBS: 59029.28 g NULL  -46.983 55.883 nan -1.291 0x00
OBS: 59042.28 g NULL  17.530 45.719 24.391 2.832 0x00
OBS: 59044.28 g NULL  -47.606 52.551 nan -1.199 0x00
OBS: 59052.33 g NULL  451.476 85.700 20.863 0.206 0x09
OBS: 59058.28 g NULL  -109.596 150.919 nan -1.495 0x09
OBS: 59072.26 g NULL  -25.176 65.480 nan -2.824 0x00
OBS: 59076.27 g NULL  -93.426 78.872 nan -0.917 0x01
OBS: 59101.24 g NULL  -83.104 163.470 nan -2.136 0x01
OBS: 59205.65 g NULL  17.314 35.291 24.404 2.213 0x00
OBS: 59231.62 g NULL  -70.435 43.913 nan -0.677 0x00
OBS: 59255.53 g NULL  -98.232 61.258 nan -0.677 0x01
OBS: 59291.42 g NULL  86.358 67.649 22.659 0.851 0x01
OBS: 59296.45 g NULL  -1.869 76.212 nan -44.273 0x01
OBS: 59310.35 g NULL  79.471 49.797 22.749 0.680 0x00
OBS: 59312.49 g NULL  -83.589 91.275 nan -1.186 0x00
OBS: 59315.36 g NULL  -60.997 58.624 nan -1.043 0x00
OBS: 59317.37 g NULL  -96.831 75.883 nan -0.851 0x00
OBS: 59319.37 g NULL  15.426 44.203 24.529 3.111 0x00
OBS: 59342.26 g NULL  -28.928 66.791 nan -2.507 0x00
OBS: 59344.27 g NULL  -59.131 33.288 nan -0.611 0x00
OBS: 59346.39 g NULL  24.496 42.686 24.027 1.892 0x00
OBS: 59368.35 g NULL  297.268 293.597 21.317 1.072 0x09
OBS: 59371.34 g NULL  3.798 93.659 26.051 26.774 0x00
OBS: 59375.37 g NULL  -62.644 84.492 nan -1.464 0x00
OBS: 59380.34 g NULL  -44.924 64.404 nan -1.557 0x00
OBS: 59396.27 g NULL  1.039 41.102 27.458 42.951 0x00
OBS: 59398.29 g NULL  -39.856 130.154 nan -3.546 0x00
OBS: 59399.27 g NULL  86.830 63.480 22.653 0.794 0x00
OBS: 59406.29 g NULL  -14.222 32.238 nan -2.461 0x01
OBS: 58869.66 r NULL  14.013 74.629 24.634 5.782 0x09
OBS: 58873.62 r NULL  -12.560 41.342 nan -3.574 0x01
OBS: 58883.66 r NULL  67.351 54.616 22.929 0.880 0x00
OBS: 58929.53 r NULL  8.323 45.658 25.199 5.956 0x00
OBS: 58934.50 r NULL  -29.549 189.049 nan -6.946 0x00
OBS: 58959.36 r NULL  4.219 38.183 25.937 9.826 0x01
OBS: 58964.36 r NULL  -19.857 109.689 nan -5.998 0x00
OBS: 58972.38 r NULL  239.885 73.414 21.550 0.332 0x00
OBS: 58975.43 r NULL  251.657 107.549 21.498 0.464 0x00
OBS: 58976.42 r NULL  212.000 194.591 21.684 0.997 0x00
OBS: 58992.29 r NULL  556.843 40.333 20.636 0.079 0x00
OBS: 58997.35 r NULL  498.189 52.675 20.757 0.115 0x00
OBS: 59003.38 r NULL  245.468 136.597 21.525 0.604 0x00
