SURVEY:  PS1MD
SNID:  2020imk
otherID: 
IAUC:    UNKNOWN
RA:        246.2975030  deg
DECL:       24.2606360  deg
MWEBV:    0.043 +- 0.002 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59068.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020imk.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0040
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2000
# DIST_FROM_CENTER_DEG: 0.671 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 185
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58937.62 g NULL  1124.325 171.493 19.873 0.166 0x00
OBS: 58941.54 g NULL  774.874 64.512 20.277 0.090 0x00
OBS: 58955.48 g NULL  523.264 55.647 20.703 0.115 0x00
OBS: 58960.47 g NULL  244.916 59.942 21.527 0.266 0x00
OBS: 58962.47 g NULL  137.642 135.558 22.153 1.069 0x00
OBS: 58966.58 g NULL  119.652 53.940 22.305 0.489 0x00
OBS: 58968.55 g NULL  169.018 46.568 21.930 0.299 0x00
OBS: 58983.52 g NULL  -44.963 55.376 nan -1.337 0x00
OBS: 58985.39 g NULL  -28.930 56.593 nan -2.124 0x00
OBS: 58989.52 g NULL  178.732 78.374 21.869 0.476 0x00
OBS: 58993.38 g NULL  26.112 56.817 23.958 2.362 0x00
OBS: 58995.47 g NULL  -55.817 51.873 nan -1.009 0x00
OBS: 58999.49 g NULL  9.569 43.700 25.048 4.958 0x00
OBS: 59013.46 g NULL  73.985 103.157 22.827 1.514 0x01
OBS: 59016.44 g NULL  12.674 54.835 24.743 4.698 0x00
OBS: 59019.48 g NULL  -15.979 87.382 nan -5.937 0x00
OBS: 59026.29 g NULL  -23.555 80.988 nan -3.733 0x00
OBS: 59028.29 g NULL  72.042 53.203 22.856 0.802 0x00
OBS: 59043.36 g NULL  105.317 49.089 22.444 0.506 0x01
OBS: 59048.35 g NULL  -22.404 45.747 nan -2.217 0x00
OBS: 59052.40 g NULL  86.918 53.479 22.652 0.668 0x00
OBS: 59055.33 g NULL  10.737 62.634 24.923 6.334 0x00
OBS: 59071.29 g NULL  11.614 46.406 24.838 4.338 0x00
OBS: 59077.27 g NULL  -17.985 51.225 nan -3.092 0x00
OBS: 59079.26 g NULL  24.700 41.391 24.018 1.819 0x00
OBS: 59082.30 g NULL  136.979 74.245 22.158 0.588 0x00
OBS: 59083.26 g NULL  -101.247 51.926 nan -0.557 0x00
OBS: 59102.25 g NULL  -61.329 41.125 nan -0.728 0x00
OBS: 59106.25 g NULL  -7.113 54.999 nan -8.395 0x00
OBS: 59108.24 g NULL  -101.062 56.697 nan -0.609 0x00
OBS: 59113.23 g NULL  47.563 361.840 23.307 8.260 0x00
OBS: 59131.23 g NULL  -24.250 87.523 nan -3.919 0x00
OBS: 59136.22 g NULL  81.042 72.006 22.728 0.965 0x00
OBS: 59139.22 g NULL  68.779 74.264 22.906 1.172 0x00
OBS: 59144.22 g NULL  -102.381 146.641 nan -1.555 0x00
OBS: 59313.62 g NULL  69.253 60.555 22.899 0.949 0x01
OBS: 59314.48 g NULL  30.981 50.472 23.772 1.769 0x00
OBS: 59318.49 g NULL  -169.012 54.287 nan -0.349 0x00
