SURVEY:  PS1MD
SNID:  2020aaer
otherID: 
IAUC:    UNKNOWN
RA:        138.1616330  deg
DECL:       52.7131080  deg
MWEBV:    0.011 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59253.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020aaer.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0086
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 1.399 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 50
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59140.63 g NULL  -247.348 156.452 nan -0.687 0x00
OBS: 59145.60 g NULL  7.720 59.569 25.281 8.378 0x00
OBS: 59147.61 g NULL  -24.182 68.498 nan -3.075 0x00
OBS: 59165.63 g NULL  373.263 92.664 21.070 0.270 0x01
OBS: 59169.60 g NULL  769.360 79.515 20.285 0.112 0x01
OBS: 59175.60 g NULL  -68.059 83.984 nan -1.340 0x00
OBS: 59190.60 g NULL  208.724 75.633 21.701 0.393 0x00
OBS: 59194.64 g NULL  109.138 48.703 22.405 0.485 0x00
OBS: 59198.57 g NULL  103.730 132.446 22.460 1.386 0x00
OBS: 59219.43 g NULL  -56.268 94.083 nan -1.815 0x00
OBS: 59221.48 g NULL  -32.239 60.220 nan -2.028 0x00
OBS: 59228.54 g NULL  -146.236 128.225 nan -0.952 0x00
OBS: 59235.46 g NULL  -3.537 57.405 nan -17.621 0x00
OBS: 59255.36 g NULL  19.259 88.314 24.288 4.979 0x01
OBS: 59261.38 g NULL  -69.658 54.663 nan -0.852 0x00
OBS: 59491.63 g NULL  -97.746 73.138 nan -0.812 0x00
OBS: 59519.64 g NULL  -134.543 57.908 nan -0.467 0x00
OBS: 59526.62 g NULL  16.820 51.236 24.435 3.307 0x00
OBS: 59154.60 r NULL  -223.774 141.581 nan -0.687 0x00
OBS: 59156.63 r NULL  -339.793 127.177 nan -0.406 0x01
OBS: 59169.60 r NULL  550.390 71.757 20.648 0.142 0x00
OBS: 59184.55 r NULL  144.001 133.714 22.104 1.008 0x00
OBS: 59194.64 r NULL  65.075 62.748 22.966 1.047 0x00
OBS: 59198.57 r NULL  159.539 107.273 21.993 0.730 0x00
OBS: 59208.54 r NULL  -61.844 60.972 nan -1.070 0x00
OBS: 59218.53 r NULL  -64.409 77.129 nan -1.300 0x01
OBS: 59245.53 r NULL  -395.822 121.573 nan -0.333 0x00
OBS: 59255.36 r NULL  -381.323 87.589 nan -0.249 0x00
OBS: 59261.38 r NULL  -104.749 58.014 nan -0.601 0x00
OBS: 59474.62 r NULL  -250.116 89.998 nan -0.391 0x00
OBS: 59480.62 r NULL  -632.653 116.844 nan -0.201 0x01
OBS: 59484.63 r NULL  -277.023 105.651 nan -0.414 0x00
OBS: 59491.63 r NULL  -420.086 104.892 nan -0.271 0x09
OBS: 59504.60 r NULL  -23.209 87.593 nan -4.098 0x00
OBS: 59507.60 r NULL  -309.611 87.212 nan -0.306 0x00
OBS: 59508.62 r NULL  -337.768 90.917 nan -0.292 0x00
OBS: 59510.58 r NULL  -524.030 96.683 nan -0.200 0x00
OBS: 59519.64 r NULL  -98.847 66.481 nan -0.730 0x00
OBS: 59140.63 i NULL  -506.070 241.158 nan -0.517 0x00
OBS: 59145.60 i NULL  -127.154 72.397 nan -0.618 0x00
OBS: 59154.61 i NULL  -517.774 142.299 nan -0.298 0x01
OBS: 59165.63 i NULL  105.860 118.119 22.438 1.211 0x00
OBS: 59184.54 i NULL  -265.571 121.986 nan -0.499 0x00
OBS: 59190.61 i NULL  -27.099 63.728 nan -2.553 0x00
OBS: 59219.43 i NULL  -101.762 97.816 nan -1.044 0x00
OBS: 59235.46 i NULL  -339.242 78.299 nan -0.251 0x00
OBS: 59504.60 i NULL  -300.412 103.716 nan -0.375 0x00
OBS: 59508.62 i NULL  -36.989 108.363 nan -3.181 0x00
OBS: 59510.58 i NULL  -620.874 99.700 nan -0.174 0x00
OBS: 59526.62 i NULL  13.512 92.916 24.673 7.466 0x00
OBS: 59147.61 z NULL  -571.585 129.451 nan -0.246 0x00
OBS: 59156.64 z NULL  -500.643 158.537 nan -0.344 0x00
OBS: 59175.60 z NULL  -398.209 223.120 nan -0.608 0x01
OBS: 59208.54 z NULL  -356.098 124.983 nan -0.381 0x00
OBS: 59218.53 z NULL  -98.440 118.333 nan -1.305 0x01
OBS: 59221.48 z NULL  -668.091 103.498 nan -0.168 0x00
OBS: 59245.53 z NULL  20.209 154.334 24.236 8.292 0x00
OBS: 59474.62 z NULL  -248.061 269.059 nan -1.178 0x00
OBS: 59480.62 z NULL  100.772 139.701 22.492 1.505 0x01
OBS: 59484.63 z NULL  -549.118 231.390 nan -0.458 0x00
OBS: 59507.60 z NULL  -209.225 104.594 nan -0.543 0x00
END:
