SURVEY:  PS1MD
SNID:  2020qfj
otherID: 
IAUC:    UNKNOWN
RA:        236.0012760  deg
DECL:       18.3423090  deg
MWEBV:    0.027 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59068.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020qfj.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0016
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2000
# DIST_FROM_CENTER_DEG: 1.017 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 95
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58873.63 g NULL  0.180 60.939 29.362 367.576 0x01
OBS: 58878.65 g NULL  -2.238 78.284 nan -37.978 0x00
OBS: 58931.51 g NULL  7.661 39.975 25.289 5.665 0x00
OBS: 58959.59 g NULL  19.149 35.020 24.295 1.986 0x00
OBS: 58961.57 g NULL  -38.888 50.119 nan -1.399 0x01
OBS: 58966.57 g NULL  35.347 53.023 23.629 1.629 0x00
OBS: 58968.54 g NULL  81.989 43.284 22.716 0.573 0x00
OBS: 58971.40 g NULL  62.641 56.608 23.008 0.981 0x00
OBS: 58982.51 g NULL  85.270 70.421 22.673 0.897 0x00
OBS: 58984.49 g NULL  46.642 39.018 23.328 0.908 0x00
OBS: 58988.49 g NULL  -48.827 43.975 nan -0.978 0x01
OBS: 58990.38 g NULL  6.943 31.198 25.396 4.879 0x00
OBS: 58994.48 g NULL  -60.843 59.274 nan -1.058 0x00
OBS: 58998.36 g NULL  23.834 39.218 24.057 1.787 0x01
OBS: 59000.50 g NULL  -61.269 43.470 nan -0.770 0x00
OBS: 59015.30 g NULL  42.482 40.553 23.429 1.036 0x00
OBS: 59019.47 g NULL  -184.698 179.632 nan -1.056 0x00
OBS: 59027.28 g NULL  32.376 48.904 23.724 1.640 0x00
OBS: 59029.29 g NULL  -9.783 45.330 nan -5.031 0x00
OBS: 59043.35 g NULL  143.559 60.152 22.107 0.455 0x00
OBS: 59051.34 g NULL  477.459 50.903 20.803 0.116 0x00
OBS: 59054.34 g NULL  623.682 72.834 20.513 0.127 0x00
OBS: 59071.27 g NULL  477.874 81.534 20.802 0.185 0x00
OBS: 59074.29 g NULL  369.337 58.640 21.081 0.172 0x00
OBS: 59077.26 g NULL  322.655 56.425 21.228 0.190 0x00
OBS: 59079.25 g NULL  279.745 44.811 21.383 0.174 0x00
OBS: 59082.31 g NULL  74.706 101.999 22.817 1.482 0x00
OBS: 59083.26 g NULL  114.366 54.288 22.354 0.515 0x00
OBS: 59102.24 g NULL  95.764 65.426 22.547 0.742 0x00
OBS: 59106.24 g NULL  52.996 52.775 23.189 1.081 0x00
OBS: 59108.23 g NULL  12.387 59.087 24.768 5.179 0x00
OBS: 59115.23 g NULL  56.772 63.217 23.115 1.209 0x00
OBS: 59262.63 g NULL  71.051 39.470 22.871 0.603 0x00
OBS: 59292.50 g NULL  -140.589 50.848 nan -0.393 0x00
OBS: 58873.64 r NULL  8.736 55.051 25.147 6.842 0x01
OBS: 58878.66 r NULL  -154.603 570.136 nan -4.004 0x00
OBS: 58931.51 r NULL  0.655 53.455 27.959 88.608 0x00
OBS: 58942.49 r NULL  132.554 127.326 22.194 1.043 0x00
OBS: 58947.61 r NULL  237.144 271.390 21.562 1.243 0x00
OBS: 58951.47 r NULL  -45.614 108.364 nan -2.579 0x00
OBS: 58961.58 r NULL  57.639 67.948 23.098 1.280 0x01
OBS: 58968.54 r NULL  -39.729 46.540 nan -1.272 0x00
