SURVEY:  PS1MD
SNID:  2021rpa
otherID: 
IAUC:    UNKNOWN
RA:        317.5620230  deg
DECL:       -3.1813260  deg
MWEBV:    0.053 +- 0.003 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59407.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021rpa.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0049
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 1500
# DIST_FROM_CENTER_DEG: 1.095 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 147
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59021.54 g NULL  -4.635 59.363 nan -13.906 0x00
OBS: 59022.53 g NULL  -24.235 37.534 nan -1.682 0x00
OBS: 59029.45 g NULL  -16.595 50.512 nan -3.305 0x00
OBS: 59046.52 g NULL  220.551 213.066 21.641 1.049 0x00
OBS: 59049.47 g NULL  -132.980 92.428 nan -0.755 0x00
OBS: 59050.49 g NULL  62.162 64.370 23.016 1.124 0x00
OBS: 59055.44 g NULL  -49.061 59.984 nan -1.327 0x00
OBS: 59075.36 g NULL  57.445 37.727 23.102 0.713 0x00
OBS: 59078.40 g NULL  -18.992 36.999 nan -2.115 0x00
OBS: 59082.42 g NULL  22.876 104.055 24.102 4.939 0x01
OBS: 59083.40 g NULL  -58.757 58.206 nan -1.076 0x00
OBS: 59104.30 g NULL  -21.742 47.564 nan -2.375 0x00
OBS: 59110.30 g NULL  40.083 66.238 23.493 1.794 0x00
OBS: 59114.31 g NULL  57.987 59.853 23.092 1.121 0x00
OBS: 59132.23 g NULL  62.544 55.944 23.010 0.971 0x00
OBS: 59137.23 g NULL  -9.835 45.362 nan -5.008 0x00
OBS: 59139.23 g NULL  -69.353 54.327 nan -0.851 0x00
OBS: 59143.26 g NULL  -35.488 105.112 nan -3.216 0x00
OBS: 59167.21 g NULL  -161.185 112.299 nan -0.756 0x00
OBS: 59319.62 g NULL  -88.856 53.552 nan -0.654 0x00
OBS: 59323.60 g NULL  33.929 52.605 23.674 1.683 0x00
OBS: 59342.60 g NULL  58.011 46.244 23.091 0.866 0x00
OBS: 59369.54 g NULL  22.678 149.238 24.111 7.145 0x00
OBS: 59373.59 g NULL  194.800 69.979 21.776 0.390 0x01
OBS: 59376.54 g NULL  256.052 56.871 21.479 0.241 0x01
OBS: 59379.50 g NULL  279.362 57.737 21.385 0.224 0x00
OBS: 59409.44 g NULL  173.251 63.719 21.903 0.399 0x00
OBS: 59411.54 g NULL  121.914 52.757 22.285 0.470 0x00
OBS: 59413.44 g NULL  1.295 58.460 27.219 49.013 0x00
OBS: 59426.39 g NULL  26.667 42.479 23.935 1.730 0x00
OBS: 59432.45 g NULL  160.270 67.697 21.988 0.459 0x00
OBS: 59436.33 g NULL  87.692 49.803 22.643 0.617 0x00
OBS: 59461.34 g NULL  73.575 103.913 22.833 1.533 0x00
OBS: 59466.33 g NULL  60.074 60.552 23.053 1.094 0x00
OBS: 59468.29 g NULL  145.214 61.119 22.095 0.457 0x00
OBS: 59469.28 g NULL  35.179 66.702 23.634 2.059 0x00
OBS: 59485.28 g NULL  24.202 63.898 24.040 2.867 0x00
OBS: 59487.23 g NULL  159.547 76.382 21.993 0.520 0x00
OBS: 59492.23 g NULL  -3.033 135.950 nan -48.667 0x00
OBS: 59515.21 g NULL  -4.958 67.363 nan -14.752 0x09
OBS: 59516.21 g NULL  -158.493 63.453 nan -0.435 0x00
OBS: 59524.35 g NULL  -12.390 103.139 nan -9.038 0x00
OBS: 59022.53 r NULL  24.092 46.813 24.045 2.110 0x00
OBS: 59033.53 r NULL  -36.685 83.340 nan -2.467 0x00
OBS: 59041.55 r NULL  -13.655 60.874 nan -4.840 0x00
OBS: 59046.53 r NULL  227.037 225.475 21.610 1.078 0x00
OBS: 59050.49 r NULL  155.533 64.977 22.020 0.454 0x01
OBS: 59055.45 r NULL  41.609 40.952 23.452 1.069 0x00
OBS: 59068.40 r NULL  -95.291 75.815 nan -0.864 0x00
OBS: 59078.40 r NULL  -8.589 44.800 nan -5.663 0x00
OBS: 59082.43 r NULL  -11.322 107.428 nan -10.302 0x09
OBS: 59095.42 r NULL  163.753 90.545 21.965 0.600 0x00
OBS: 59097.41 r NULL  -26.350 102.287 nan -4.215 0x00
OBS: 59099.42 r NULL  121.918 82.636 22.285 0.736 0x00
OBS: 59100.33 r NULL  26.976 49.283 23.923 1.984 0x00
OBS: 59114.31 r NULL  32.332 99.048 23.726 3.326 0x00
OBS: 59126.35 r NULL  6.785 95.070 25.421 15.213 0x00
OBS: 59127.23 r NULL  -110.034 92.774 nan -0.915 0x00
OBS: 59139.23 r NULL  85.631 55.597 22.668 0.705 0x00
OBS: 59153.25 r NULL  11.465 60.918 24.852 5.769 0x00
OBS: 59155.21 r NULL  -19.036 93.913 nan -5.356 0x00
OBS: 59159.24 r NULL  400.612 238.203 20.993 0.646 0x00
OBS: 59181.24 r NULL  -22.478 139.749 nan -6.750 0x00
OBS: 59319.62 r NULL  -44.622 53.409 nan -1.300 0x00
OBS: 59327.57 r NULL  47.313 78.388 23.313 1.799 0x00
OBS: 59328.59 r NULL  -174.063 100.433 nan -0.626 0x00
OBS: 59329.61 r NULL  -331.480 123.047 nan -0.403 0x00
OBS: 59332.62 r NULL  -22.540 83.290 nan -4.012 0x00
OBS: 59334.60 r NULL  91.355 83.461 22.598 0.992 0x00
OBS: 59356.57 r NULL  -47.367 43.419 nan -0.995 0x00
OBS: 59357.59 r NULL  93.888 47.702 22.568 0.552 0x00
OBS: 59358.59 r NULL  135.096 84.347 22.173 0.678 0x00
OBS: 59359.56 r NULL  -79.435 92.123 nan -1.259 0x00
OBS: 59376.54 r NULL  194.898 55.818 21.775 0.311 0x01
OBS: 59385.51 r NULL  414.596 56.113 20.956 0.147 0x00
OBS: 59386.54 r NULL  373.466 43.844 21.069 0.127 0x00
OBS: 59388.58 r NULL  274.016 61.345 21.406 0.243 0x00
OBS: 59415.42 r NULL  179.975 68.257 21.862 0.412 0x00
OBS: 59423.49 r NULL  258.780 92.820 21.468 0.389 0x00
OBS: 59436.33 r NULL  191.990 42.404 21.792 0.240 0x00
OBS: 59451.32 r NULL  146.734 111.766 22.084 0.827 0x01
OBS: 59461.34 r NULL  114.786 123.599 22.350 1.169 0x01
OBS: 59468.29 r NULL  202.950 57.595 21.732 0.308 0x00
OBS: 59480.37 r NULL  48.901 57.917 23.277 1.286 0x00
OBS: 59481.40 r NULL  210.600 161.357 21.691 0.832 0x00
OBS: 59483.39 r NULL  250.467 122.487 21.503 0.531 0x00
OBS: 59488.28 r NULL  162.373 68.869 21.974 0.461 0x00
OBS: 59492.23 r NULL  -18.152 77.778 nan -4.652 0x00
OBS: 59505.33 r NULL  191.657 195.399 21.794 1.107 0x00
OBS: 59507.28 r NULL  18.723 88.061 24.319 5.107 0x00
OBS: 59508.29 r NULL  148.230 92.811 22.073 0.680 0x00
OBS: 59509.27 r NULL  -23.125 209.022 nan -9.814 0x00
OBS: 59510.26 r NULL  -58.857 53.781 nan -0.992 0x00
OBS: 59511.27 r NULL  20.508 54.941 24.220 2.909 0x00
OBS: 59513.21 r NULL  62.458 55.810 23.011 0.970 0x00
OBS: 59524.35 r NULL  73.777 77.887 22.830 1.146 0x00
OBS: 59021.54 i NULL  -38.764 60.392 nan -1.692 0x00
OBS: 59029.45 i NULL  -16.636 50.150 nan -3.273 0x00
OBS: 59033.53 i NULL  172.213 83.573 21.910 0.527 0x00
