SURVEY:  PS1MD
SNID:  2021vrq
otherID: 
IAUC:    UNKNOWN
RA:        48.6535650  deg
DECL:       0.9341480  deg
MWEBV:    0.084 +- 0.004 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59480.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021vrq.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0053
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 1.269 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 63
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59076.62 g NULL  -39.920 52.278 nan -1.422 0x00
OBS: 59080.61 g NULL  16.807 48.154 24.436 3.111 0x00
OBS: 59103.61 g NULL  -144.025 69.108 nan -0.521 0x00
OBS: 59108.59 g NULL  26.213 62.314 23.954 2.581 0x01
OBS: 59110.51 g NULL  -48.592 51.294 nan -1.146 0x00
OBS: 59114.57 g NULL  -14.988 65.682 nan -4.758 0x00
OBS: 59136.51 g NULL  -38.798 45.445 nan -1.272 0x00
OBS: 59138.46 g NULL  149.983 159.991 22.060 1.158 0x00
OBS: 59140.48 g NULL  -27.552 50.554 nan -1.992 0x00
OBS: 59144.50 g NULL  -54.206 62.804 nan -1.258 0x01
OBS: 59146.46 g NULL  -20.405 42.663 nan -2.270 0x00
OBS: 59161.45 g NULL  -35.598 59.042 nan -1.801 0x00
OBS: 59167.45 g NULL  31.665 86.206 23.749 2.956 0x00
OBS: 59172.39 g NULL  -54.904 94.998 nan -1.879 0x00
OBS: 59190.41 g NULL  -40.307 53.318 nan -1.436 0x00
OBS: 59194.33 g NULL  -66.014 45.119 nan -0.742 0x00
OBS: 59467.57 g NULL  504.860 63.327 20.742 0.136 0x00
OBS: 59485.56 g NULL  205.248 111.892 21.719 0.592 0x00
OBS: 59488.60 g NULL  172.588 77.211 21.907 0.486 0x00
OBS: 59491.50 g NULL  -2.350 47.540 nan -21.964 0x00
OBS: 59519.57 g NULL  112.318 39.730 22.374 0.384 0x00
OBS: 59076.62 r NULL  23.004 50.447 24.095 2.381 0x00
OBS: 59090.58 r NULL  -36.484 49.285 nan -1.467 0x00
OBS: 59095.59 r NULL  -114.482 89.727 nan -0.851 0x00
OBS: 59108.59 r NULL  -34.244 49.506 nan -1.570 0x00
OBS: 59114.57 r NULL  36.902 69.894 23.582 2.056 0x00
OBS: 59118.56 r NULL  -53.102 67.938 nan -1.389 0x00
OBS: 59120.57 r NULL  -70.796 49.646 nan -0.761 0x00
OBS: 59123.57 r NULL  -7.674 104.857 nan -14.835 0x00
OBS: 59130.49 r NULL  14.372 71.054 24.606 5.368 0x00
OBS: 59138.46 r NULL  -73.501 168.530 nan -2.489 0x00
OBS: 59148.42 r NULL  95.043 74.879 22.555 0.855 0x00
OBS: 59172.39 r NULL  -29.372 70.385 nan -2.602 0x00
OBS: 59185.40 r NULL  48.092 113.032 23.295 2.552 0x00
OBS: 59188.34 r NULL  1.281 67.878 27.231 57.531 0x00
OBS: 59194.33 r NULL  34.813 32.793 23.646 1.023 0x00
OBS: 59467.57 r NULL  881.597 58.743 20.137 0.072 0x00
OBS: 59476.63 r NULL  653.806 127.174 20.461 0.211 0x09
OBS: 59488.60 r NULL  354.654 66.438 21.125 0.203 0x00
OBS: 59504.43 r NULL  -393.335 303.888 nan -0.839 0x00
OBS: 59505.62 r NULL  260.786 57.799 21.459 0.241 0x00
OBS: 59513.61 r NULL  115.021 103.332 22.348 0.975 0x00
OBS: 59080.60 i NULL  -8.791 54.173 nan -6.691 0x00
OBS: 59095.60 i NULL  129.976 69.151 22.215 0.578 0x00
OBS: 59110.51 i NULL  78.725 49.680 22.760 0.685 0x00
OBS: 59120.57 i NULL  14.469 60.583 24.599 4.546 0x00
OBS: 59130.49 i NULL  16.657 63.225 24.446 4.121 0x00
OBS: 59136.51 i NULL  -19.149 41.291 nan -2.341 0x00
OBS: 59140.48 i NULL  -13.571 62.297 nan -4.984 0x00
OBS: 59144.50 i NULL  -257.273 101.105 nan -0.427 0x09
OBS: 59161.44 i NULL  106.434 68.966 22.432 0.704 0x00
OBS: 59167.45 i NULL  144.026 89.190 22.104 0.672 0x01
OBS: 59185.40 i NULL  175.868 143.681 21.887 0.887 0x00
OBS: 59190.41 i NULL  -11.572 51.728 nan -4.853 0x00
OBS: 59485.56 i NULL  495.659 68.790 20.762 0.151 0x00
OBS: 59491.50 i NULL  385.622 65.490 21.035 0.184 0x00
OBS: 59505.62 i NULL  298.394 82.276 21.313 0.299 0x00
OBS: 59519.57 i NULL  176.886 48.274 21.881 0.296 0x00
OBS: 59090.59 z NULL  97.552 79.979 22.527 0.890 0x00
OBS: 59103.62 z NULL  -47.282 104.976 nan -2.411 0x00
OBS: 59118.56 z NULL  42.468 99.313 23.430 2.539 0x00
OBS: 59123.57 z NULL  45.773 136.407 23.348 3.236 0x00
OBS: 59146.46 z NULL  -8.565 66.086 nan -8.377 0x00
OBS: 59148.43 z NULL  -67.703 78.568 nan -1.260 0x00
OBS: 59188.34 z NULL  -151.217 134.836 nan -0.968 0x00
OBS: 59476.63 z NULL  594.121 129.145 20.565 0.236 0x00
OBS: 59504.43 z NULL  252.721 145.547 21.493 0.625 0x00
OBS: 59513.61 z NULL  -158.708 170.042 nan -1.163 0x00
END:
