SURVEY:  PS1MD
SNID:  2020vfc
otherID: 
IAUC:    UNKNOWN
RA:        244.7078870  deg
DECL:       23.7852110  deg
MWEBV:    0.067 +- 0.003 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59163.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020vfc.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0070
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2000
# DIST_FROM_CENTER_DEG: 1.192 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 153
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58931.52 g NULL  102.628 154.714 22.472 1.637 0x00
OBS: 58937.62 g NULL  -79.116 120.753 nan -1.657 0x00
OBS: 58941.54 g NULL  46.193 53.964 23.339 1.268 0x00
OBS: 58955.48 g NULL  -8.796 72.618 nan -8.964 0x00
OBS: 58958.58 g NULL  -18.871 42.190 nan -2.427 0x00
OBS: 58960.47 g NULL  16.923 69.311 24.429 4.447 0x00
OBS: 58962.47 g NULL  47.350 188.590 23.312 4.324 0x00
OBS: 58968.55 g NULL  51.400 43.656 23.223 0.922 0x00
OBS: 58971.41 g NULL  53.541 90.619 23.178 1.838 0x00
OBS: 58983.52 g NULL  -51.265 57.092 nan -1.209 0x00
OBS: 58985.39 g NULL  98.404 61.804 22.517 0.682 0x00
OBS: 58989.52 g NULL  140.826 81.635 22.128 0.629 0x09
OBS: 58993.38 g NULL  -86.750 91.615 nan -1.147 0x00
OBS: 58995.47 g NULL  97.597 68.650 22.526 0.764 0x00
OBS: 58999.49 g NULL  3.815 53.459 26.046 15.214 0x00
OBS: 59013.46 g NULL  -53.263 86.603 nan -1.765 0x01
OBS: 59016.44 g NULL  -14.174 51.579 nan -3.951 0x00
OBS: 59023.44 g NULL  -66.235 46.323 nan -0.759 0x00
OBS: 59026.29 g NULL  18.326 97.906 24.342 5.801 0x00
OBS: 59028.29 g NULL  14.929 44.959 24.565 3.270 0x00
OBS: 59043.36 g NULL  -49.136 42.445 nan -0.938 0x00
OBS: 59048.35 g NULL  -26.191 45.600 nan -1.890 0x00
OBS: 59052.40 g NULL  52.382 49.019 23.202 1.016 0x00
OBS: 59071.29 g NULL  -24.464 50.953 nan -2.261 0x00
OBS: 59074.30 g NULL  34.363 50.857 23.660 1.607 0x00
OBS: 59077.27 g NULL  19.403 40.865 24.280 2.287 0x00
OBS: 59079.26 g NULL  -32.711 45.458 nan -1.509 0x00
OBS: 59083.26 g NULL  -6.124 68.242 nan -12.099 0x01
OBS: 59117.23 g NULL  532.743 205.568 20.684 0.419 0x00
OBS: 59136.22 g NULL  422.647 59.952 20.935 0.154 0x00
OBS: 59139.22 g NULL  281.879 70.722 21.375 0.272 0x00
OBS: 59292.50 g NULL  32.473 88.455 23.721 2.957 0x00
OBS: 59313.62 g NULL  64.657 44.771 22.973 0.752 0x00
OBS: 59314.48 g NULL  34.237 49.412 23.664 1.567 0x00
OBS: 59318.49 g NULL  66.567 63.239 22.942 1.031 0x00
OBS: 59321.48 g NULL  60.907 61.444 23.038 1.095 0x00
OBS: 59337.55 g NULL  -155.193 153.298 nan -1.072 0x00
OBS: 59343.40 g NULL  20.816 60.377 24.204 3.149 0x00
OBS: 59347.54 g NULL  -25.221 54.898 nan -2.363 0x00
OBS: 59352.55 g NULL  60.469 100.527 23.046 1.805 0x00
OBS: 59372.46 g NULL  -69.913 42.348 nan -0.658 0x00
OBS: 59375.43 g NULL  84.742 66.017 22.680 0.846 0x00
OBS: 59379.31 g NULL  -71.457 61.759 nan -0.938 0x01
OBS: 59382.29 g NULL  -5.530 62.470 nan -12.265 0x00
OBS: 59383.29 g NULL  -158.054 76.101 nan -0.523 0x00
OBS: 59398.41 g NULL  2.724 91.447 26.412 36.449 0x00
