SURVEY:  PS1MD
SNID:  2020jfo
otherID: 
IAUC:    UNKNOWN
RA:        185.4603370  deg
DECL:       4.4816950  deg
MWEBV:    0.019 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  0.0050 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59030.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020jfo.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 4000
# DIST_FROM_CENTER_DEG: 0.914 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 119
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58956.44 g NULL  -91.666 81.439 nan -0.965 0x00
OBS: 58964.43 g NULL  -17.862 199.058 nan -12.100 0x00
OBS: 58967.49 g NULL  -47.345 92.316 nan -2.117 0x00
OBS: 58970.31 g NULL  -119.146 84.880 nan -0.773 0x01
OBS: 58983.28 g NULL  150529.772 454.898 14.556 0.003 0x00
OBS: 58986.27 g NULL  136182.582 387.545 14.665 0.003 0x00
OBS: 58990.27 g NULL  135752.112 372.053 14.668 0.003 0x00
OBS: 59015.28 g NULL  78524.257 300.288 15.262 0.004 0x00
OBS: 59018.32 g NULL  76237.155 292.095 15.295 0.004 0x00
OBS: 59044.27 g NULL  9866.199 158.252 17.515 0.017 0x00
OBS: 59048.28 g NULL  8438.481 120.880 17.684 0.016 0x00
OBS: 59195.58 g NULL  2321.941 88.237 19.085 0.041 0x00
OBS: 59231.61 g NULL  1540.537 88.568 19.531 0.062 0x00
OBS: 59262.57 g NULL  1179.368 69.018 19.821 0.064 0x00
OBS: 59295.42 g NULL  433.518 98.790 20.907 0.247 0x00
OBS: 59316.43 g NULL  611.982 126.483 20.533 0.224 0x00
OBS: 59323.36 g NULL  653.243 86.962 20.462 0.145 0x00
OBS: 59338.28 g NULL  285.725 89.286 21.360 0.339 0x00
OBS: 59346.28 g NULL  357.826 74.120 21.116 0.225 0x00
OBS: 59349.31 g NULL  301.485 87.311 21.302 0.314 0x00
OBS: 59353.37 g NULL  341.337 97.376 21.167 0.310 0x00
OBS: 59367.33 g NULL  220.993 60.421 21.639 0.297 0x00
