SURVEY:  PS1MD
SNID:  2020bya
otherID: 
IAUC:    UNKNOWN
RA:        178.6399530  deg
DECL:       20.2032170  deg
MWEBV:    0.031 +- 0.002 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59068.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020bya.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0143
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 0.322 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 152
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58866.57 g NULL  -27.269 62.707 nan -2.497 0x00
OBS: 58869.57 g NULL  -40.926 44.341 nan -1.176 0x00
OBS: 58871.56 g NULL  285.862 42.239 21.360 0.160 0x00
OBS: 58873.55 g NULL  8.017 45.947 25.240 6.223 0x00
OBS: 58876.51 g NULL  -103.862 69.944 nan -0.731 0x00
OBS: 58879.50 g NULL  -84.681 151.616 nan -1.944 0x00
OBS: 58929.35 g NULL  27.017 65.297 23.921 2.624 0x00
OBS: 58933.50 g NULL  203.172 98.779 21.730 0.528 0x00
OBS: 58958.40 g NULL  -24.582 38.978 nan -1.722 0x00
OBS: 58964.41 g NULL  11.508 74.792 24.848 7.056 0x00
OBS: 58967.25 g NULL  58.943 45.530 23.074 0.839 0x00
OBS: 58969.26 g NULL  -131.952 65.668 nan -0.540 0x00
OBS: 58985.37 g NULL  4.836 38.691 25.789 8.687 0x00
OBS: 58987.33 g NULL  -13.401 57.874 nan -4.689 0x00
OBS: 58992.34 g NULL  -63.390 47.201 nan -0.808 0x00
OBS: 59013.27 g NULL  12.516 66.349 24.756 5.756 0x00
OBS: 59016.27 g NULL  -25.606 49.742 nan -2.109 0x00
OBS: 59019.27 g NULL  79.129 144.499 22.754 1.983 0x00
OBS: 59023.27 g NULL  -30.432 42.236 nan -1.507 0x00
OBS: 59195.58 g NULL  -11.988 56.606 nan -5.127 0x00
OBS: 59200.63 g NULL  184.350 74.185 21.836 0.437 0x00
OBS: 59222.58 g NULL  -10.571 49.799 nan -5.115 0x00
OBS: 59226.57 g NULL  27.170 48.229 23.915 1.927 0x00
OBS: 59230.55 g NULL  -96.662 46.030 nan -0.517 0x00
OBS: 59256.48 g NULL  18.201 44.600 24.350 2.661 0x00
OBS: 59261.46 g NULL  -3.847 44.561 nan -12.576 0x00
OBS: 59288.53 g NULL  20.483 43.112 24.222 2.285 0x00
OBS: 59292.39 g NULL  113.999 58.623 22.358 0.558 0x01
OBS: 59295.54 g NULL  92.945 52.306 22.579 0.611 0x00
OBS: 59311.34 g NULL  -69.706 51.636 nan -0.804 0x00
OBS: 59313.30 g NULL  23.294 65.280 24.082 3.043 0x00
OBS: 59314.30 g NULL  -8.430 59.241 nan -7.630 0x00
OBS: 59316.45 g NULL  32.838 94.225 23.709 3.115 0x00
OBS: 59318.44 g NULL  -17.192 46.929 nan -2.964 0x00
OBS: 59320.48 g NULL  -2.002 41.977 nan -22.765 0x00
OBS: 59343.26 g NULL  27.606 38.939 23.897 1.531 0x00
OBS: 59345.26 g NULL  -24.432 52.578 nan -2.337 0x00
OBS: 59347.37 g NULL  -57.331 57.542 nan -1.090 0x00
OBS: 59350.38 g NULL  -27.498 72.307 nan -2.855 0x00
OBS: 59367.32 g NULL  -73.786 61.014 nan -0.898 0x00
OBS: 59370.29 g NULL  18.223 60.529 24.348 3.606 0x00
OBS: 59372.33 g NULL  35.265 61.267 23.632 1.886 0x00
OBS: 59374.33 g NULL  141.517 82.010 22.123 0.629 0x00
OBS: 59376.28 g NULL  -51.603 84.800 nan -1.784 0x00
OBS: 59379.32 g NULL  83.997 66.783 22.689 0.863 0x00
OBS: 59397.29 g NULL  19.159 79.040 24.294 4.479 0x00
OBS: 59400.28 g NULL  -32.723 66.722 nan -2.214 0x00
OBS: 59401.27 g NULL  -16.947 52.660 nan -3.374 0x00
OBS: 59402.28 g NULL  10.694 55.674 24.927 5.652 0x00
OBS: 58869.57 r NULL  -49.710 38.301 nan -0.837 0x00
OBS: 58873.56 r NULL  -0.339 41.021 nan -131.380 0x00
OBS: 58879.50 r NULL  -87.311 107.182 nan -1.333 0x00
OBS: 58883.50 r NULL  1.869 67.771 26.821 39.369 0x00
OBS: 58922.41 r NULL  113.255 146.342 22.365 1.403 0x00
OBS: 58942.51 r NULL  -301.932 117.320 nan -0.422 0x00
OBS: 58949.53 r NULL  11.634 102.036 24.836 9.522 0x01
OBS: 58964.42 r NULL  49.414 84.881 23.265 1.865 0x00
OBS: 58976.42 r NULL  -275.983 221.645 nan -0.872 0x00
OBS: 58981.25 r NULL  -63.944 46.148 nan -0.784 0x00
OBS: 58987.33 r NULL  -167.647 74.890 nan -0.485 0x00
OBS: 58992.34 r NULL  -21.193 55.174 nan -2.827 0x00
