SURVEY:  PS1MD
SNID:  2021alq
otherID: 
IAUC:    UNKNOWN
RA:        226.2578580  deg
DECL:       12.6416410  deg
MWEBV:    0.032 +- 0.002 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59306.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021alq.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0015
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2000
# DIST_FROM_CENTER_DEG: 1.371 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 100
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58932.61 g NULL  -49.130 68.898 nan -1.523 0x00
OBS: 58968.43 g NULL  -4.347 53.994 nan -13.486 0x00
OBS: 58970.42 g NULL  -169.486 68.281 nan -0.437 0x00
OBS: 58986.47 g NULL  -83.284 66.694 nan -0.869 0x00
OBS: 58997.34 g NULL  -62.735 35.281 nan -0.611 0x00
OBS: 58999.48 g NULL  -101.274 52.477 nan -0.563 0x00
OBS: 59000.50 g NULL  5.015 56.110 25.749 12.148 0x00
OBS: 59014.41 g NULL  -89.493 50.212 nan -0.609 0x00
OBS: 59017.28 g NULL  -77.221 60.099 nan -0.845 0x00
OBS: 59021.29 g NULL  -20.329 56.206 nan -3.002 0x00
OBS: 59024.38 g NULL  64.646 51.784 22.974 0.870 0x00
OBS: 59027.28 g NULL  46.809 83.233 23.324 1.931 0x01
OBS: 59042.36 g NULL  -111.954 58.935 nan -0.572 0x00
OBS: 59048.29 g NULL  -24.817 48.985 nan -2.143 0x00
OBS: 59053.28 g NULL  -11.477 54.254 nan -5.132 0x00
OBS: 59074.29 g NULL  -28.090 46.383 nan -1.793 0x00
OBS: 59078.27 g NULL  -23.119 47.315 nan -2.222 0x00
OBS: 59081.27 g NULL  -87.315 48.357 nan -0.601 0x00
OBS: 59106.24 g NULL  -16.805 81.595 nan -5.272 0x00
OBS: 59110.23 g NULL  -17.182 125.490 nan -7.930 0x00
OBS: 59115.23 g NULL  -36.124 79.714 nan -2.396 0x00
OBS: 59291.54 g NULL  1145.653 73.987 19.852 0.070 0x00
OBS: 59316.42 g NULL  305.119 57.186 21.289 0.203 0x00
OBS: 59320.54 g NULL  105.154 74.297 22.445 0.767 0x00
OBS: 59323.43 g NULL  96.511 86.720 22.539 0.976 0x01
OBS: 59337.51 g NULL  -32.987 76.121 nan -2.505 0x00
OBS: 59343.38 g NULL  68.125 53.616 22.917 0.855 0x00
OBS: 59346.39 g NULL  58.925 61.485 23.074 1.133 0x00
OBS: 59350.38 g NULL  64.847 76.607 22.970 1.283 0x00
OBS: 59354.37 g NULL  17.144 74.776 24.415 4.736 0x00
OBS: 59355.37 g NULL  15.304 63.686 24.538 4.518 0x00
OBS: 58932.62 r NULL  31.706 64.095 23.747 2.195 0x00
OBS: 58942.49 r NULL  -230.524 146.254 nan -0.689 0x00
OBS: 58951.46 r NULL  106.787 104.902 22.429 1.067 0x00
OBS: 58968.43 r NULL  6.710 46.847 25.433 7.580 0x00
OBS: 58972.44 r NULL  33.518 69.511 23.687 2.252 0x00
OBS: 58979.36 r NULL  -58.691 105.557 nan -1.953 0x00
OBS: 58986.48 r NULL  83.805 50.196 22.692 0.650 0x00
OBS: 58997.34 r NULL  -34.903 39.915 nan -1.242 0x00
OBS: 59007.30 r NULL  -111.730 84.439 nan -0.821 0x00
OBS: 59010.46 r NULL  -73.658 70.558 nan -1.040 0x00
OBS: 59021.28 r NULL  86.708 41.350 22.655 0.518 0x01
OBS: 59033.39 r NULL  -108.859 109.873 nan -1.096 0x00
OBS: 59039.35 r NULL  -22.540 62.175 nan -2.995 0x00
OBS: 59053.28 r NULL  -85.880 52.856 nan -0.668 0x00
OBS: 59065.27 r NULL  13.522 75.824 24.672 6.088 0x00
OBS: 59068.33 r NULL  73.491 95.874 22.834 1.416 0x00
OBS: 59081.26 r NULL  -61.392 50.019 nan -0.885 0x00
OBS: 59094.25 r NULL  321.546 390.412 21.232 1.318 0x00
OBS: 59098.30 r NULL  -96.516 115.943 nan -1.304 0x00
OBS: 59110.23 r NULL  -186.075 139.763 nan -0.816 0x00
OBS: 59119.23 r NULL  197.979 131.667 21.758 0.722 0x00
OBS: 59121.22 r NULL  -23.786 151.315 nan -6.907 0x00
