SURVEY:  PS1MD
SNID:  2020tvj
otherID: 
IAUC:    UNKNOWN
RA:        42.3268870  deg
DECL:       -3.9205020  deg
MWEBV:    0.028 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59163.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020tvj.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0015
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 0.870 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 80
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59058.61 g NULL  69.000 54.689 22.903 0.861 0x00
OBS: 59076.61 g NULL  113.598 75.482 22.362 0.721 0x00
OBS: 59078.60 g NULL  108.269 93.702 22.414 0.940 0x00
OBS: 59082.60 g NULL  -99.814 84.274 nan -0.917 0x00
OBS: 59102.54 g NULL  386.604 78.225 21.032 0.220 0x00
OBS: 59106.56 g NULL  702.446 60.020 20.383 0.093 0x00
OBS: 59112.56 g NULL  1160.322 201.757 19.839 0.189 0x00
OBS: 59115.62 g NULL  946.734 55.001 20.059 0.063 0x00
OBS: 59131.50 g NULL  550.286 102.969 20.649 0.203 0x00
OBS: 59138.45 g NULL  141.186 81.823 22.126 0.629 0x00
OBS: 59140.41 g NULL  113.479 50.928 22.363 0.487 0x00
OBS: 59142.38 g NULL  292.699 58.092 21.334 0.215 0x00
OBS: 59146.45 g NULL  81.394 43.754 22.724 0.584 0x00
OBS: 59164.47 g NULL  56.698 114.027 23.116 2.184 0x00
OBS: 59169.39 g NULL  91.071 74.149 22.602 0.884 0x00
OBS: 59173.39 g NULL  93.089 64.012 22.578 0.747 0x00
OBS: 59191.24 g NULL  43.687 61.008 23.399 1.516 0x00
OBS: 59193.26 g NULL  12.616 42.454 24.748 3.654 0x00
OBS: 59199.35 g NULL  106.535 84.678 22.431 0.863 0x00
OBS: 59457.58 g NULL  249.623 73.593 21.507 0.320 0x00
OBS: 59462.59 g NULL  -142.050 65.624 nan -0.502 0x01
OBS: 59466.59 g NULL  21.530 72.317 24.167 3.647 0x00
OBS: 59468.51 g NULL  -61.623 78.002 nan -1.374 0x00
OBS: 59487.50 g NULL  12.596 51.435 24.749 4.434 0x00
OBS: 59493.54 g NULL  -5.452 56.185 nan -11.189 0x00
OBS: 59500.51 g NULL  -49.415 65.944 nan -1.449 0x00
OBS: 59516.46 g NULL  299.932 304.918 21.307 1.104 0x00
OBS: 59524.43 g NULL  -98.163 70.966 nan -0.785 0x00
OBS: 59529.47 g NULL  -3.415 54.167 nan -17.221 0x00
OBS: 59066.59 r NULL  -163.463 156.785 nan -1.041 0x00
OBS: 59078.60 r NULL  66.310 116.715 22.946 1.911 0x00
OBS: 59082.60 r NULL  58.821 70.451 23.076 1.300 0x00
OBS: 59090.58 r NULL  -211.172 69.373 nan -0.357 0x00
OBS: 59106.56 r NULL  841.595 59.888 20.187 0.077 0x00
OBS: 59112.56 r NULL  1011.135 179.356 19.988 0.193 0x00
OBS: 59119.61 r NULL  989.133 68.267 20.012 0.075 0x00
OBS: 59121.52 r NULL  534.699 104.354 20.680 0.212 0x00
OBS: 59129.46 r NULL  602.372 86.212 20.550 0.155 0x00
OBS: 59140.41 r NULL  368.216 61.701 21.085 0.182 0x00
OBS: 59148.42 r NULL  376.076 110.722 21.062 0.320 0x00
OBS: 59157.47 r NULL  237.053 73.273 21.563 0.336 0x00
OBS: 59160.38 r NULL  9.924 98.960 25.008 10.827 0x00
OBS: 59184.31 r NULL  198.232 102.364 21.757 0.561 0x00
OBS: 59193.26 r NULL  40.814 60.940 23.473 1.621 0x01
OBS: 59446.60 r NULL  -13.091 54.765 nan -4.542 0x00
OBS: 59462.58 r NULL  47.904 242.423 23.299 5.494 0x09
OBS: 59468.50 r NULL  122.363 86.419 22.281 0.767 0x00
OBS: 59475.57 r NULL  -272.814 406.391 nan -1.617 0x00
OBS: 59493.54 r NULL  63.504 50.456 22.993 0.863 0x00
OBS: 59504.43 r NULL  158.973 102.543 21.997 0.700 0x00
OBS: 59513.48 r NULL  -81.582 70.587 nan -0.939 0x00
OBS: 59524.43 r NULL  -27.513 64.387 nan -2.541 0x00
OBS: 59076.61 i NULL  -89.794 77.599 nan -0.938 0x00
OBS: 59090.58 i NULL  9.140 69.665 25.098 8.275 0x00
OBS: 59115.62 i NULL  717.469 73.565 20.360 0.111 0x00
OBS: 59119.61 i NULL  788.308 102.732 20.258 0.141 0x00
OBS: 59129.47 i NULL  373.962 74.407 21.068 0.216 0x00
