SURVEY:  PS1MD
SNID:  2021reh
otherID: 
IAUC:    UNKNOWN
RA:        207.3601390  deg
DECL:       28.4713530  deg
MWEBV:    0.014 +- 0.001 MW E(B-V)
REDSHIFT_FINAL:  -99.0000 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59407.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021reh.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0008
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 3000
# DIST_FROM_CENTER_DEG: 1.397 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 81
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59225.61 g NULL  60.486 94.435 23.046 1.695 0x00
OBS: 59229.64 g NULL  -1.337 46.304 nan -37.602 0x00
OBS: 59231.62 g NULL  96.105 65.395 22.543 0.739 0x00
OBS: 59257.52 g NULL  -34.008 59.437 nan -1.898 0x00
OBS: 59278.48 g NULL  307.417 154.769 21.281 0.547 0x00
OBS: 59291.43 g NULL  45.797 77.142 23.348 1.829 0x00
OBS: 59293.42 g NULL  40.709 70.754 23.476 1.887 0x00
OBS: 59296.45 g NULL  -15.800 75.027 nan -5.156 0x00
OBS: 59310.36 g NULL  111.570 70.854 22.381 0.690 0x00
OBS: 59315.36 g NULL  1465.147 593.702 19.585 0.440 0x00
OBS: 59317.37 g NULL  -107.750 76.452 nan -0.770 0x01
OBS: 59319.37 g NULL  44.078 54.140 23.389 1.334 0x00
OBS: 59321.45 g NULL  -20.229 49.399 nan -2.651 0x00
OBS: 59323.36 g NULL  41.444 69.155 23.456 1.812 0x00
OBS: 59342.27 g NULL  34.817 75.965 23.646 2.369 0x00
OBS: 59344.27 g NULL  77.302 50.396 22.780 0.708 0x00
OBS: 59346.40 g NULL  134.103 62.206 22.181 0.504 0x00
OBS: 59351.38 g NULL  117.066 92.242 22.329 0.856 0x00
OBS: 59352.43 g NULL  -51.072 106.121 nan -2.256 0x01
OBS: 59366.41 g NULL  -6.102 69.520 nan -12.370 0x00
OBS: 59368.35 g NULL  71.026 90.713 22.871 1.387 0x00
OBS: 59371.34 g NULL  141.635 122.594 22.122 0.940 0x01
OBS: 59373.33 g NULL  -10.637 51.938 nan -5.301 0x00
OBS: 59375.37 g NULL  -11.216 124.584 nan -12.060 0x00
OBS: 59378.39 g NULL  70.454 76.162 22.880 1.174 0x00
OBS: 59380.34 g NULL  21.995 89.723 24.144 4.429 0x00
OBS: 59396.27 g NULL  1001.239 70.934 19.999 0.077 0x00
OBS: 59398.29 g NULL  985.572 125.412 20.016 0.138 0x00
OBS: 59399.27 g NULL  1089.939 90.256 19.906 0.090 0x00
OBS: 59406.29 g NULL  897.293 97.206 20.118 0.118 0x01
OBS: 59209.64 r NULL  184.141 76.005 21.837 0.448 0x00
OBS: 59214.64 r NULL  -20.017 96.574 nan -5.238 0x00
OBS: 59217.63 r NULL  -32.471 73.011 nan -2.441 0x01
OBS: 59225.61 r NULL  58.094 77.289 23.090 1.444 0x00
OBS: 59229.65 r NULL  2.839 41.093 26.367 15.715 0x00
OBS: 59238.58 r NULL  145.709 103.760 22.091 0.773 0x00
OBS: 59257.52 r NULL  -47.003 39.325 nan -0.908 0x00
OBS: 59270.47 r NULL  295.147 195.954 21.325 0.721 0x00
OBS: 59306.40 r NULL  4.555 72.923 25.854 17.382 0x00
OBS: 59317.38 r NULL  155.416 83.325 22.021 0.582 0x00
OBS: 59321.46 r NULL  -41.354 43.297 nan -1.137 0x00
OBS: 59334.43 r NULL  147.701 90.027 22.077 0.662 0x00
OBS: 59336.44 r NULL  87.085 75.816 22.650 0.945 0x00
OBS: 59344.27 r NULL  55.371 60.091 23.142 1.178 0x00
OBS: 59360.26 r NULL  -39.127 119.375 nan -3.313 0x00
OBS: 59362.39 r NULL  -92.062 109.883 nan -1.296 0x00
OBS: 59364.40 r NULL  -41.949 68.390 nan -1.770 0x00
OBS: 59371.34 r NULL  139.179 91.103 22.141 0.711 0x01
OBS: 59375.37 r NULL  1.950 59.930 26.775 33.368 0x00
OBS: 59380.34 r NULL  63.127 89.279 22.999 1.536 0x00
OBS: 59387.29 r NULL  554.885 170.283 20.639 0.333 0x00
OBS: 59389.30 r NULL  831.638 139.883 20.200 0.183 0x00
