SURVEY:  PS1MD
SNID:  2020nbo
otherID: 
IAUC:    UNKNOWN
RA:        239.5589580  deg
DECL:       18.1028140  deg
MWEBV:    0.035 +- 0.002 MW E(B-V)
REDSHIFT_FINAL:  0.0500 +- -99.0000  (CMB)
HOST_LOGMASS: -99.0000 +- -99.0000
SEARCH_PEAKMJD: 59046.0
FILTERS:    griz
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2020nbo.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0001
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 1500
# DIST_FROM_CENTER_DEG: 0.712 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 102
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 58878.65 g NULL  -151.437 106.239 nan -0.762 0x00
OBS: 58931.51 g NULL  22.472 62.839 24.121 3.036 0x00
OBS: 58933.52 g NULL  53.098 89.460 23.187 1.829 0x00
OBS: 58959.59 g NULL  26.599 40.277 23.938 1.644 0x00
OBS: 58961.57 g NULL  -9.168 39.606 nan -4.690 0x00
OBS: 58966.57 g NULL  -40.066 56.222 nan -1.524 0x00
OBS: 58968.54 g NULL  28.244 47.328 23.873 1.819 0x00
OBS: 58971.40 g NULL  39.885 58.519 23.498 1.593 0x00
OBS: 58982.51 g NULL  -106.223 72.178 nan -0.738 0x00
OBS: 58988.49 g NULL  -4.085 46.235 nan -12.289 0x00
OBS: 58994.49 g NULL  -63.853 58.054 nan -0.987 0x00
OBS: 59000.50 g NULL  40.300 36.840 23.487 0.993 0x00
OBS: 59015.30 g NULL  473.834 56.814 20.811 0.130 0x00
OBS: 59019.47 g NULL  2263.463 136.605 19.113 0.066 0x00
OBS: 59023.38 g NULL  4847.769 106.785 18.286 0.024 0x01
OBS: 59027.28 g NULL  6239.007 89.799 18.012 0.016 0x00
OBS: 59029.29 g NULL  4558.675 93.232 18.353 0.022 0x00
OBS: 59043.35 g NULL  1510.763 64.501 19.552 0.046 0x00
OBS: 59047.36 g NULL  815.593 65.092 20.221 0.087 0x00
OBS: 59051.34 g NULL  743.807 43.294 20.321 0.063 0x00
OBS: 59054.34 g NULL  622.622 56.105 20.514 0.098 0x00
OBS: 59071.27 g NULL  340.352 63.496 21.170 0.203 0x00
OBS: 59074.29 g NULL  384.366 54.615 21.038 0.154 0x00
OBS: 59077.26 g NULL  252.934 53.524 21.492 0.230 0x00
OBS: 59079.26 g NULL  322.671 54.404 21.228 0.183 0x00
OBS: 59082.31 g NULL  260.482 81.791 21.461 0.341 0x00
OBS: 59083.26 g NULL  259.274 58.925 21.466 0.247 0x00
OBS: 59102.24 g NULL  261.700 53.788 21.455 0.223 0x00
OBS: 59106.24 g NULL  183.327 43.536 21.842 0.258 0x00
OBS: 59108.23 g NULL  137.644 59.544 22.153 0.470 0x00
OBS: 59115.23 g NULL  226.862 71.191 21.611 0.341 0x00
OBS: 59131.22 g NULL  189.031 100.290 21.809 0.576 0x00
OBS: 59136.22 g NULL  145.991 93.103 22.089 0.692 0x00
OBS: 58931.52 r NULL  11.043 55.985 24.892 5.504 0x00
OBS: 58942.50 r NULL  -21.942 147.728 nan -7.310 0x00
OBS: 58947.61 r NULL  81.413 286.464 22.723 3.820 0x00
OBS: 58951.47 r NULL  -85.668 139.537 nan -1.768 0x00
OBS: 58961.58 r NULL  -20.543 64.776 nan -3.424 0x00
OBS: 58968.54 r NULL  28.059 41.927 23.880 1.622 0x00
OBS: 58973.58 r NULL  57.103 89.029 23.108 1.693 0x00
OBS: 58974.43 r NULL  161.842 99.760 21.977 0.669 0x00
OBS: 58978.56 r NULL  112.809 105.937 22.369 1.020 0x00
OBS: 59006.48 r NULL  38.416 126.048 23.539 3.562 0x00
OBS: 59008.30 r NULL  -18.190 50.472 nan -3.013 0x00
OBS: 59011.52 r NULL  25.887 0.000 23.967 0.000 0x00
OBS: 59023.38 r NULL  4672.431 116.264 18.326 0.027 0x01
OBS: 59033.39 r NULL  5778.975 155.241 18.095 0.029 0x00
OBS: 59037.37 r NULL  4378.574 90.715 18.397 0.022 0x00
OBS: 59040.37 r NULL  3929.696 72.662 18.514 0.020 0x00
OBS: 59051.34 r NULL  2026.617 62.027 19.233 0.033 0x00
OBS: 59060.36 r NULL  1166.353 130.144 19.833 0.121 0x00
OBS: 59063.32 r NULL  974.262 178.066 20.028 0.198 0x00
OBS: 59066.28 r NULL  913.562 78.275 20.098 0.093 0x00
OBS: 59069.34 r NULL  890.886 53.365 20.125 0.065 0x00
